Code,Name,Close,Location,Industry,List_date,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE18_20,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,,,,,,,,,Price201231
000012.SZ, 南  玻Ａ,8.35,广东,建筑材料,1992-02-28,0.25,0.17,0.16,0.35,0.38,0.3,0.42,0.74,0.13,0.57,0.7,0.68,0.35,0.41,0,1,0.193333333,0.43,3.326,是,1,43.18965517,40.07011534,-0.550387597,1.214909417,3.333255575,2.510523151,27329159752,0,0,0,1,0,1,0,0,7.38
000013.SZ, *ST石化A,0,广东,-,1992-05-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,749286798.1,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000014.SZ, 沙河股份,8.8,广东,房地产,1992-06-02,0.02,0.1,0.7238,0.0378,0.1418,0.2626,0.3013,0.1426,0.1386,0.2692,0.35,0.3977,0.216,0.014,0,1,0.281266667,0.194166667,4.4335,是,1,31.28703484,10.52282839,0.448583691,1.68997092,2.513048887,1.984887786,1557164044,0,0,0,1,0,1,0,0,8.28
000015.SZ, PT中浩A,0,广东,-,1992-06-25,0,0,0,0,0,0,0,-0.3533,-0.3528,-0.3525,-0.352,-0.3526,-0.36,-0.35,0,0,0,-0.235366667,0,-,0,10000,0,-1,0,0,#DIV/0!,1076911927,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000016.SZ, 深康佳Ａ,5.66,广东,家用电器,1992-03-27,0.1984,0.0881,0.1708,2.1001,0.0397,-0.52,0.0437,0.0375,0.0381,0.0207,0.0697,0.1255,0.2083,0.348,0,0,0.152433333,0.039766667,3.5003,是,1,37.13098622,56.78200247,2.83319363,0.931780132,0.261568018,1.617004257,15218214979,0,0,0,1,0,1,0,0,6.61
000017.SZ, *ST中华A,3.58,广东,汽车,1992-03-31,0.0069,-0.013,-0.0029,0.003,0.0047,-0.0003,0.0089,2.857,-0.0951,0.072,0.1169,-0.2206,-0.0936,0.1314,0,0,-0.003,0.9236,0.0198,-,0,10000,0,-1.003248159,1.312508857,-2.182491386,180.8080808,1587882087,0,0,0,1,0,1,0,0,2.41
000018.SZ, 神城A退,0,北京,-,1992-06-16,0,0,-1.004,0.22,0.28,1.5,0.0254,0.0486,0,-0.1,0.02,0.07,-0.15,-0.69,0,0,-0.334666667,0.024666667,0,-,0,10000,0,-14.56756757,0,0,#DIV/0!,458526153,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000019.SZ, 深粮控股,7.82,广东,商业贸易,1992-10-12,0.3515,0.3154,0.2675,-0.1089,0.2139,-0.1171,0.0443,0.174,0.297,0.0323,0.031,-0.07,0.07,0.24,0,0,0.311466667,0.171766667,3.9872,是,1,25.10702055,63.41290325,0.813312633,2.688348958,4.01191463,1.961276083,8298253829,0,0,1,1,0,1,0,0,7.5
000020.SZ, 深华发Ａ,9.33,广东,电子,1992-04-28,0.0241,0.0193,0.0116,0.0034,0.0193,-0.0238,0.0271,-0.023,0.0115,0.0385,0.0324,0.0147,0.0267,0.0913,0,0,0.018333333,0.0052,1.1875,-,0,508.9090909,0,2.525641026,1.492171407,4.623032494,7.856842105,2542787818,0,0,0,1,0,1,0,0,9.99
000021.SZ, 深科技,13.11,广东,电子,1994-02-02,0.5826,0.2395,0.3603,0.3679,0.1457,0.1228,0.1332,0.171,0.0709,0.1906,0.2913,0.29,0.3598,0.8064,0,1,0.394133333,0.125033333,5.1554,是,1,33.26285521,25.05684627,2.152226073,1.235896159,2.397605564,2.542964658,24776007673,0,0,0,1,0,1,0,0,19.01
000023.SZ, 深天地Ａ,12.49,广东,建筑材料,1993-04-29,-0.0573,0.3663,0.1897,0.2198,0.0717,0.1926,0.1243,0.1083,0.0373,0.0668,0.0948,0.177,0.1536,0.1453,0,1,0.166233333,0.089966667,3.3487,-,0,75.13535191,2.73010124,0.847721378,1.142273138,5.050854676,3.729805596,2206224216,0,0,0,1,0,1,0,0,16.3
000024.SZ, 招商地产,0,广东,-,1993-06-07,0,0,0,0,0,0,1.66,2.447,1.9323,1.5092,1.17,0.9574,0.9408,1.52,0,0,0,2.0131,0,-,0,10000,0,-1,0,0,#DIV/0!,1.04E+11,1,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000025.SZ, 特  力Ａ,14.16,广东,汽车,1993-06-21,0.1338,0.5096,0.2924,0.2249,0.0915,0.1538,0.047,0.0313,0.0324,0.0098,0.0163,0.0286,0.02,0.05,0,1,0.311933333,0.0369,3.0402,是,1,45.39431502,8.241668624,7.453477868,2.071540709,-5.880286801,4.657588317,6224482141,0,0,1,1,0,1,0,0,16.9
000026.SZ, 飞亚达,10.93,广东,轻工制造,1993-06-03,0.6764,0.4943,0.419,0.3196,0.2522,0.3099,0.371,0.331,0.295,0.406,0.377,0.281,0.259,0.244,0,1,0.5299,0.332333333,6.5405,是,1,20.62653331,39.6622515,0.59448345,2.444018665,11.72996634,1.671126061,7121251035,0,0,1,1,0,1,0,0,11.43
000027.SZ, 深圳能源,7.19,广东,公用事业,1993-09-03,0.78,0.43,0.17,0.19,0.34,0.45,0,0,0,0.43,0.64,0.91,0.47,0.79,0,0,0.46,0,5.6679,是,1,15.63043478,11.65193061,-999,0.93810652,0.567258184,1.268547434,41960179059,0,0,0,1,1,1,1,1,6.09
000028.SZ, 国药一致,34.88,广东,医药生物,1993-08-09,3.27,2.97,2.83,2.47,2.8,2.1,1.9,1.81,1.65,1.15,0.91,0.67,0.537,0.434,0,1,3.023333333,1.786666667,32.5799,是,1,11.53693495,20.20596047,0.692164179,1.44450505,2.292854519,1.070598743,16979516146,0,1,0,1,1,1,1,1,45.8
000029.SZ, 深深房Ａ,7.72,广东,房地产,1993-09-15,0.2869,0.5461,0.4977,0.1829,0.308,0.2977,0.2946,0.2256,0.1056,0.1,0.0838,0.02,0.0189,0.0288,0,1,0.443566667,0.2086,3.7537,是,1,17.40437364,30.21507879,1.12639821,3.280003709,-1.537055957,2.056637451,7455934200,0,0,1,1,0,1,0,0,7.14
000030.SZ, 富奥股份,6.18,吉林,汽车,1993-09-29,0.52,0.5,0.49,0.64,0.52,0.39,0.48,0.44,-0.0128,5.0484,3.6934,0.0281,-0.2952,-0.0765,0,1,0.503333333,0.3024,4.0113,是,1,12.2781457,33.23013907,0.664462081,1.528329434,22.87071054,1.54064767,12764392383,0,1,0,1,0,1,0,1,7.34
000031.SZ, 大悦城,3.97,广东,房地产,1993-10-08,-0.09,0.61,0.77,0.52,0.4,0.4,0.33,0.29,0.28,0.23,0.26,0.21,0.08,0.61,0,1,0.43,0.3,4.2813,-,0,9.23255814,30.63643989,0.433333333,1.523667411,0.176611212,0.92728844,15859359354,0,1,0,1,1,1,1,1,4.4
000032.SZ, 深桑达Ａ,22.14,广东,通信,1993-10-28,0.36,0.32,0.26,0.06,0.14,0.16,0.09,0.04,0.77,0.12,0.123,0.175,0.31,0.449,0,1,0.313333333,0.3,3.8272,-,0,70.65957447,24.6786934,0.044444444,2.383290078,-2.678301782,5.784908027,7925553098,0,0,1,1,0,1,0,0,17.9
000033.SZ, 新都退,0,广东,-,1994-01-03,0,0,0,0,0.01,0.21,-1.3647,0.0106,-0.0773,0.0085,0.0127,-0.073,0.0107,0.0057,0,0,0,-0.477133333,0,-,0,10000,0,-1,0,0,#DIV/0!,730524059.5,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000034.SZ, 神州数码,15.52,广东,计算机,1994-05-09,0.9509,1.074,0.7834,1.1053,0.67,0.06,0.17,0.05,0.01,0.05,1.39,0.37,-0.72,-0.8,0,1,0.9361,0.076666667,7.126,是,1,16.57942528,19.56638867,11.21,1.031372261,0.073070512,2.177939938,10942735415,0,0,0,1,0,1,0,0,21.46
000035.SZ, 中国天楹,5.99,江苏,公用事业,1994-04-08,0.26,0.3018,0.1602,0.1729,0.1709,0.37,0.35,5.99,-3.37,-0.15,0.31,-0.12,-0.0664,0.79,0,1,0.240666667,0.99,4.6333,-,0,24.88919668,0,-0.756902357,0.833270203,-0.27319993,1.292815056,11180333426,0,0,0,1,1,1,1,0,4.11
000036.SZ, 华联控股,3.93,广东,房地产,1994-06-17,0.37,0.551,0.849,1.177,1.18,0.0612,0.0306,0.071,0.0525,0.0618,0.2053,0.2505,-0.353,-0.34,0,1,0.59,0.051366667,3.3057,是,1,6.661016949,72.60181524,10.48604802,2.771209354,-2.571334673,1.188855613,5460877212,0,1,1,1,1,1,1,1,3.98
000037.SZ, 深南电A,6.98,广东,公用事业,1994-07-01,0.1062,0.04,0.03,0.03,2.17,-1.05,-0.55,0.09,0,0,-0.19,0.12,0.02,0.22,0,0,0.058733333,-0.153333333,3.4089,-,0,118.8422247,48.41280619,-1.383043478,2.361832407,-34.64517216,2.047581331,4936625661,0,0,1,1,0,1,0,0,10.92
000038.SZ, 深大通,8.64,广东,传媒,1994-08-08,0.1521,0.2341,-4.4946,0.6706,0.9278,0.062,-0.51,0.021,0.0216,0.02,0.28,0.22,1.7,0.18,0,0,-1.369466667,-0.1558,5.4881,-,0,10000,0,7.789901583,5.31731977,-3.055652579,1.574315337,6048534738,0,0,1,1,0,1,0,0,9.6
000039.SZ, 中集集团,14.94,广东,机械设备,1994-04-08,1.41,0.37,1.1,0.81,0.14,0.71,0.92,0.81,0.73,1.37,1.13,0.36,0.53,1.19,0,1,0.96,0.82,12.24,是,1,15.5625,27.90310734,0.170731707,1.102581659,0.624114277,1.220588235,59209873827,1,0,0,1,1,1,1,1,14.99
000040.SZ, 东旭蓝天,3.44,广东,公用事业,1994-08-08,-0.6866,-0.6435,0.83,0.41,0.19,0.13,0.11,0.22,0.41,0.3,0.21,0.14,-0.24,0.16,0,0,-0.1667,0.246666667,8.187,-,0,10000,0,-1.675810811,1.317383404,2.05327092,0.420178332,3910478278,0,0,0,1,1,1,1,0,3.49
000042.SZ, 中洲控股,8.15,广东,房地产,1994-09-21,0.4232,1.184,0.6719,0.9256,0.3959,0.8377,0.6381,1.6934,1.72,1.3325,1.5114,1.1135,0.0283,0.8427,0,1,0.7597,1.3505,11.8431,是,1,10.72791892,10.13502067,-0.437467605,1.801706682,0.30679314,0.688164416,5617823125,0,1,0,1,1,1,1,1,9.14
000045.SZ, 深纺织Ａ,8.3,广东,电子,1994-08-15,0.07,0.04,-0.04,0.1,-0.17,0.02,-0.22,0.1,-0.24,0.15,0.14,0.16,0.19,0.05,0,0,0.023333333,-0.12,5.4478,是,1,355.7142857,0,-1.194444444,3.966579304,42.33872227,1.523550791,4112955460,0,0,1,1,0,1,0,0,7.17
000046.SZ, 泛海控股,1.8,北京,非银金融,1994-09-12,-0.8894,0.2107,0.1791,0.5564,0.6045,0.4433,0.342,0.2592,0.1716,0.0566,0.054,0.177,0.094,0.853,0,1,-0.166533333,0.2576,3.1959,-,0,10000,47.46041107,-1.646480331,1.185544904,0.095143159,0.563221628,15328791935,0,0,0,1,1,1,1,0,3.28
000047.SZ, ST中侨,0,广东,-,1994-10-21,0,0,0,0,0,0,0,0,0,-0.3127,0,0.1662,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,966848793.5,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000048.SZ, 京基智农,21.13,广东,农林牧渔,1994-11-01,2.153,2.735,1.1193,0.7083,0.0153,0.52,0.29,-0.0231,0.0709,1.2361,-0.1207,0.1171,0.0924,0.062,0,0,2.002433333,0.1126,6.8384,是,1,10.55216154,27.42188206,16.78359976,1.087778631,-1.690479486,3.089904071,11853381478,0,1,0,1,0,1,0,0,22.9
000049.SZ, 德赛电池,39.84,广东,电子,1995-03-20,3.2321,2.4409,1.9556,1.4643,1.2439,1.1217,1.1428,1.5057,1.0498,0.872,0.5216,-0.2605,0.0114,0.0522,0,1,2.542866667,1.232766667,13.6565,是,1,15.66735705,28.88176925,1.062731525,1.18961378,2.898691821,2.917292132,14534921321,0,0,0,1,0,1,0,0,67.6
000050.SZ, 深天马Ａ,11.69,广东,电子,1995-03-15,0.6749,0.4049,0.4599,0.5761,0.4062,0.4901,0.7116,0.25,0.0948,0.1761,0.1226,-0.3581,0.0163,0.26,0,1,0.513233333,0.352133333,13.6582,是,1,22.77716438,19.75605976,0.45749716,0.850261909,1.203157261,0.855896092,33105860994,0,0,0,1,1,1,1,1,14.74
000055.SZ, 方大集团,4.53,广东,建筑装饰,1996-04-15,0.35,0.31,1.91,0.97,0.91,0.14,0.13,0.11,0.03,0.09,0.11,0.1,0.05,0.0629,0,1,0.856666667,0.09,4.9444,-,0,5.287937743,15.64647971,8.518518519,1.209778651,2.65745452,0.916188011,4553226722,0,1,0,1,1,1,1,1,4.47
000056.SZ, 皇庭国际,7.91,广东,房地产,1996-07-08,-0.26,0.04,0.08,0.15,0.1,0.09,-1.26,10.51,0.08,-0.56,-0.75,0.03,-0.12,0.33,0,0,-0.046666667,3.11,4.0485,-,0,10000,0,-1.015005359,0.245725254,0.940486589,1.953810053,4228303392,0,0,0,1,0,1,0,0,3.03
000058.SZ, 深 赛 格,6.04,广东,商业贸易,1996-12-26,0.021,0.0635,0.0225,0.1777,0.1371,0.0946,0.0616,0.0692,0.0581,0.0879,0.0755,-0.3977,0.062,0.08,0,1,0.035666667,0.062966667,1.5423,是,1,169.3457944,47.25426808,-0.433562732,1.535354321,0.957598339,3.916229009,7105023432,0,0,0,1,0,1,0,0,6.72
000059.SZ, 华锦股份,7.17,辽宁,化工,1997-01-30,0.2,0.62,0.63,1.15,1.13,0.21,-1.3216,-0.1293,0.0163,0.7014,0.3437,0.1634,0.3206,0.2,0,0,0.483333333,-0.4782,8.4628,是,1,14.83448276,37.8535592,-2.0107347,1.720741983,2.906307999,0.847237321,11531980692,0,1,0,1,1,1,1,1,5.52
000060.SZ, 中金岭南,5.16,广东,有色金属,1997-01-23,0.26,0.24,0.26,0.46,0.15,0.09,0.23,0.2,0.21,0.46,0.45,0.4,0.39,1.65,0,1,0.253333333,0.213333333,3.2392,是,1,20.36842105,30.16263274,0.1875,1.877740144,1.483747612,1.592985922,17778237546,0,0,0,1,0,1,0,0,4.82
000061.SZ, 农 产 品,6.14,广东,商业贸易,1997-01-10,0.1858,0.1828,0.0252,0.0082,0.0521,0.0121,0.0497,0.0666,0.0346,0.2691,0.36,0.11,0.13,0.44,0,1,0.131266667,0.0503,3.1834,是,1,46.7750127,32.82653221,1.609675282,0.451690632,0.563815145,1.928755419,9842391960,0,0,0,1,0,1,0,0,7.05
000062.SZ, 深圳华强,14.32,广东,电子,1997-01-30,0.5971,0.6024,0.9504,0.5716,0.5904,0.5556,0.72,0.618,0.422,0.07,0.29,0.3,0.15,0.38,0,1,0.716633333,0.586666667,5.2935,是,1,19.98232476,24.90133289,0.221534091,1.673578482,1.174591293,2.705204496,17926885779,0,0,0,1,0,1,0,0,12.44
000063.SZ, 中兴通讯,28.75,广东,通信,1997-11-18,0.92,1.22,-1.67,1.08,-0.57,0.77,0.77,0.39,-0.83,0.61,1.15,1.35,1.2,1.29,0,0,0.156666667,0.11,9.39,是,1,183.5106383,17.92364075,0.424242424,1.43796372,0.992229969,3.061767838,1.30E+11,1,0,0,1,0,1,0,0,33.65
000065.SZ, 北方国际,8.87,北京,建筑装饰,1998-06-05,0.9,0.91,0.77,0.97,0.95,0.82,0.73,0.74,0.74,0.45,0.27,0.35,0.22,-0.29,0,1,0.86,0.736666667,7.1142,是,1,10.31395349,10.02417386,0.167420814,1.728623696,1.537354144,1.24680217,6002414566,0,1,0,1,1,1,1,1,7.46
000066.SZ, 中国长城,13.25,广东,计算机,1997-06-26,0.317,0.38,0.336,0.204,0.025,-0.027,0.044,0.022,-0.181,0.076,0.167,0.795,0.021,0.214,0,0,0.344333333,-0.038333333,3.0597,是,1,38.48015489,22.84782843,-9.982608696,1.584179232,1.217717573,4.330489917,33257322490,0,0,0,1,0,1,0,0,18.99
000068.SZ, 华控赛格,3.14,广东,公用事业,1997-06-11,-0.165,0.006,-0.132,0.0324,0.0099,0.007,-0.1208,-0.0415,0.0035,-0.0456,0.0395,-2.1484,0.0231,-0.2443,0,0,-0.097,-0.052933333,0.3602,-,0,10000,0,0.832493703,1.327864888,0.169721567,8.717379234,2657612665,0,0,0,1,0,1,0,0,3.25
000069.SZ, 华侨城Ａ,7.01,广东,房地产,1997-09-10,1.5633,1.5044,1.2907,1.0533,0.8395,0.637,0.6566,0.6062,0.5294,0.568,0.978,0.551,0.35,0.66,0,1,1.4528,0.5974,9.461,是,1,4.825165198,19.94109779,1.431871443,1.617666993,0.318187657,0.740936476,74226234931,1,1,0,1,1,1,1,1,7.09
000070.SZ, 特发信息,6.09,广东,通信,2000-05-11,0.014,0.4096,0.4393,0.4236,0.6245,0.3349,0.2051,0.23,0.19,0.1471,0.251,0.1653,0.1417,0.0442,0,1,0.287633333,0.208366667,3.5058,-,0,21.17278943,17.43267653,0.380419133,1.39401865,0.960541894,1.737121342,6304733008,0,0,0,1,0,1,0,0,9.21
000078.SZ, 海王生物,3.89,广东,医药生物,1998-12-18,-0.11,0.091,0.156,0.2427,0.1876,0.6467,0.0325,0.1644,0.0905,0.0805,0.0715,0.0217,0.0372,0.0626,0,1,0.045666667,0.0958,2.1371,-,0,85.18248175,0,-0.523312457,1.055168225,0.206043986,1.820223668,9022733083,0,0,0,1,0,1,0,0,4.01
000088.SZ, 盐 田 港,5.73,广东,交通运输,1997-07-28,0.18,0.19,0.24,0.21,0.18,0.22,0.23,0.2,0.2111,0.2854,0.3295,0.3696,0.4602,0.5188,0,1,0.203333333,0.2137,3.8186,是,1,28.18032787,8.105312605,-0.048510373,2.267849056,8.627116442,1.50054994,12595305783,0,0,1,1,0,1,0,0,6.32
000089.SZ, 深圳机场,7.53,广东,交通运输,1998-04-20,0.0137,0.2895,0.3257,0.3225,0.2743,0.2661,0.1584,0.2511,0.28,0.3544,0.4225,0.3402,0.142,0.3302,0,1,0.209633333,0.229833333,5.8149,-,0,35.91986007,27.63297105,-0.087889775,0.687674212,-136.1911449,1.294949182,16795802279,0,0,0,1,1,1,1,0,8.17
000090.SZ, 天健集团,6.41,广东,房地产,1999-07-21,0.738,0.6042,0.54,0.5,0.37,0.71,0.76,0.6849,0.498,0.445,0.2426,0.1264,-0.3771,0.5692,0,1,0.6274,0.647633333,4.5287,是,1,10.21676761,57.43818528,-0.031241958,1.500893648,0.662164182,1.415417228,11659723508,0,1,0,1,1,1,1,1,5.94
000096.SZ, 广聚能源,9.3,广东,化工,2000-07-24,0.246,0.24,0.2,0.28,0.55,0.28,0.08,0.13,0.04,0.18,0.16,0.21,0.25,0.44,0,1,0.228666667,0.083333333,5.3748,是,1,40.67055394,8.456588413,1.744,11.27299352,-1.565779443,1.730296941,4952640000,0,0,1,1,0,1,0,0,9.69
000099.SZ, 中信海直,7.76,广东,交通运输,2000-07-31,0.36,0.35,0.25,0.15,0.14,0.2795,0.3495,0.3635,0.274,0.2705,0.2396,0.2177,0.1811,0.1654,0,1,0.32,0.329,5.7383,是,1,24.25,14.33051584,-0.027355623,3.316342401,10.20181199,1.352316888,3909154209,0,0,1,1,1,1,1,0,7.46
000100.SZ, TCL科技,5.39,广东,电子,2004-01-30,0.3226,0.1935,0.2562,0.2178,0.1312,0.2141,0.3475,0.2481,0.0938,0.1195,0.1243,0.1667,0.1938,0.153,0,1,0.257433333,0.2298,2.4145,是,1,20.93745954,49.66210606,0.120249492,0.924974493,0.102146612,2.232346241,1.19E+11,1,0,0,1,0,1,0,0,7.08
000150.SZ, 宜华健康,3.57,广东,医药生物,2000-08-07,-0.7155,-1.7913,0.283,0.3893,1.6623,0.12,0.09,0.28,0.01,0.02,0.03,0.31,0.25,0.35,0,0,-0.741266667,0.126666667,0.1556,-,0,10000,0,-6.852105263,0.513498065,-0.478614449,22.94344473,3335250717,0,0,0,1,0,1,0,0,2.96
000151.SZ, 中成股份,10.3,北京,商业贸易,2000-09-06,-0.9822,0.0296,0.2818,0.2952,0.3408,0.4547,0.3831,0.315,0.148,-0.037,0.027,0.097,0.143,0.136,0,1,-0.2236,0.282033333,2.1541,-,0,10000,67.64344954,-1.792814088,1.1716154,4.127411639,4.781579314,2154734400,0,0,0,1,0,1,0,0,8.13
000153.SZ, 丰原药业,9.69,安徽,医药生物,2000-09-20,0.3323,0.2589,0.1921,0.2091,0.1468,0.1038,0.1313,0.0914,0.0731,0.0381,0.16,0.09,0.0546,0.02,0,1,0.2611,0.0986,4.5284,-,0,37.11221754,0,1.648073022,0.841713635,1.538172678,2.139828637,2450308656,0,0,0,1,0,1,0,0,8.8
000155.SZ, 川能动力,24.4,四川,公用事业,2000-09-26,0.12,0.17,0.24,0.26,1.85,-1.2,-3.33,-1.35,0.02,-0.44,-0.45,0.18,0.29,0.29,0,0,0.176666667,-1.553333333,2.9022,-,0,138.1132075,0,-1.113733906,2.6322338,1.194546107,8.407415064,17919700000,0,0,1,1,0,1,0,0,8.3
000156.SZ, 华数传媒,8.36,浙江,传媒,2000-09-06,0.56,0.45,0.45,0.45,0.42,0.4,0.33,0.22,0.17,0.88,1.55,0.71,0.16,0.06,0,1,0.486666667,0.24,7.3081,是,1,17.17808219,139.8857107,1.027777778,1.578066725,-3.678622735,1.14393618,14045227910,0,0,0,1,1,1,1,1,8.56
000157.SZ, 中联重科,7.09,湖南,机械设备,2000-10-12,0.97,0.58,0.26,0.17,-0.12,0.01,0.08,0.5,0.95,1.05,0.97,1.418,1.0318,1.7536,0,0,0.603333333,0.51,5.8888,是,1,11.75138122,0,0.183006536,1.730533101,1.325555474,1.203980437,98626055758,1,1,0,1,1,1,1,1,9.9
000158.SZ, 常山北明,6.98,河北,计算机,2000-07-24,0.06,0.06,0.11,0.21,0.28,0.24,0.0338,0.024,0.02,0.08,0.08,0.1,0.17,0.12,0,1,0.076666667,0.025933333,3.7632,-,0,91.04347826,0,1.956298201,1.431061388,0.997771279,1.854804422,9639658828,0,0,0,1,0,1,0,0,6.2
000159.SZ, 国际实业,7.17,新疆,化工,2000-09-26,0.1846,0.0633,0.1245,-0.1378,0.0732,0.1164,0.2682,0.0739,0.21,0.68,1.35,0.63,0.63,0.3,0,0,0.124133333,0.184033333,4.599,是,1,57.76047261,31.60739439,-0.325484514,3.781996352,6.252627064,1.559034573,2994673736,0,0,1,1,0,1,0,0,5.12
000166.SZ, 申万宏源,4.61,新疆,非银金融,2015-01-26,0.31,0.24,0.19,0.23,0.27,0.82,0.51,0.28,0.21,0.25,0.44,0.59,0.34,0.89,0,1,0.246666667,0.333333333,3.5329,是,1,18.68918919,34.92679215,-0.26,0,0,1.304877013,1.13E+11,1,0,0,0,1,0,0,0,5.28
000301.SZ, 东方盛虹,16.96,江苏,化工,2000-05-29,0.07,0.4,0.26,0.19,0.121,0.1371,0.18,0.27,0.13,0.09,0.06,0.08,0.14,0.1193,0,1,0.243333333,0.193333333,3.6289,是,1,69.69863014,24.96631796,0.25862069,1.107615605,0.859294826,4.673592549,72571306629,1,0,0,1,0,1,0,0,9.48
