Code,Name,Close,Location,Industry,List_date,EPS_2020,EPS_2019,EPS_2018,EPS_2017,EPS_2016,EPS_2015,EPS_2014,EPS_2013,EPS_2012,EPS_2011,EPS_2010,EPS_2009,EPS_2008,EPS_2007,EPS_2006,Profit,AVG_EPS_2016_18,AVG_EPS_2011_13,Net_Asset,Div,Dividend,PE18_20,Div_Rate,Growth,Liquidate_Ratio,Assest_Over_Debt,PB,Mkt_value,,,,,,,,,Price201231
000403.SZ, 派林生物,30.59,山西,医药生物,1996/6/28,0.3793,0.5886,0.2934,0.1405,0.1977,0.28,0.45,0.26,0.15,0.19,0.14,0.01,0.95,0.16,0,1,0.42,0.29,1.9603,-,0,72.76,20.5561,0.47,1.3633,3.344,15.6,26638766787,0,0,0,1,0,1,0,0,38
000404.SZ, 长虹华意,4.35,江西,家用电器,1996/6/19,0.1667,0.044,0.1037,0.152,0.4508,0.3894,0.3345,0.2985,0.3172,0.0943,0.0588,0.2688,0.0808,0.02,0,1,0.1,0.32,4.7661,是,1,41.51,45.4507,-0.67,1.3561,2.2778,0.91,2790943876,0,0,0,1,1,1,1,0,5.07
000405.SZ, ST鑫光,0,广东,-,1996/6/20,0,0,0,0,0,2.7772,0.0035,-0.0445,-0.0466,-0.2208,-0.04,0,0,0,0,0,0,-0.03,0,-,0,10000,0,-1,0,0,#DIV/0!,817085086,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000406.SZ, 石油大明,0,山东,-,1996/6/28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,3683959393,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000407.SZ, 胜利股份,4.26,山东,公用事业,1996/7/3,0.16,0.15,0.12,0.07,-0.35,0.04,0.05,0.03,-0.22,0.01,0.5,0.41,0.57,0.06,0,0,0.14,-0.05,2.7926,是,1,29.72,23.086,-4.07,0.7233,0.4195,1.53,4004385185,0,0,0,1,0,1,0,0,4.25
000408.SZ, *ST藏格,26.43,青海,化工,1996/6/28,0.11,0.18,0.6516,0.61,0.5,-0.2359,-0.219,0.0857,0.0183,0.0291,0.138,-0.62,-0.41,0.027,0,0,0.31,-0.04,3.9709,-,0,84.21,0,-9.19,3.1236,-27.3713,6.66,26836272366,0,0,1,1,0,1,0,0,8.01
000409.SZ, 山东地矿,5.12,山东,综合,1996/6/27,0.1445,-0.8888,0.0606,-0.4401,-0.4095,0.206,-0.0662,0.27,0.27,0.0327,-0.033,-0.0807,0.0161,-0.153,0,0,-0.23,0.16,0.9775,-,0,10000,0,-2.44,1.6693,-3.2883,5.24,2258315718,0,0,0,1,0,1,0,0,4.07
000410.SZ, *ST沈机,4.45,辽宁,机械设备,1996/7/18,-0.43,-3.9,-1.03,0.15,-1.83,-0.83,0.033,0.03,0.04,0.19,0.2597,0.05,0.04,0.14,0,0,-1.79,0.03,0.2162,-,0,10000,0,-53.04,0.9036,-2.2032,20.58,6146731196,0,0,0,1,0,1,0,0,3.69
000411.SZ, 英特集团,13.14,浙江,医药生物,1996/7/16,0.63,0.66,0.45,0.4,0.42,0.33,0.32,0.36,0.33,0.9,0.2,0.151,0.09,0.13,0,1,0.58,0.34,6.6684,是,1,22.66,10.0503,0.72,1.3472,0.7477,1.97,3450307499,0,0,0,1,0,1,0,0,19.38
000412.SZ, ST五环,0,吉林,-,1996/7/15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,835099243.6,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000413.SZ, 东旭光电,2.19,河北,电子,1996/9/25,-0.59,-0.2,0.38,0.33,0.29,0.48,0.33,0.51,0.37,0.031,0.004,-0.08,0.01,0.03,0,0,-0.14,0.4,4.8372,-,0,10000,0,-1.34,1.1059,1.5291,0.45,11002080227,0,0,0,1,1,1,1,0,2.56
000415.SZ, 渤海租赁,2.88,新疆,非银金融,1996/7/16,-1.2492,0.2992,0.3686,0.43,0.37,0.37,0.55,0.83,0.3876,0.4311,0.01,-0.2857,-0.2864,0.0438,0,0,-0.19,0.59,4.3932,-,0,10000,0,-1.33,0.751,0.0993,0.66,13605946820,0,0,0,1,1,1,1,0,2.4
000416.SZ, 民生控股,4.23,山东,非银金融,1996/7/19,0.0658,0.0534,0.0376,0.0512,0.0313,0.0401,0.1653,0.0084,0.1104,0.06,0.0269,0.1228,-0.0228,0.0078,0,1,0.05,0.09,1.6925,是,1,80.93,56.1885,-0.45,17.5586,-72.8335,2.5,2265772564,0,0,1,1,0,1,0,0,5.76
000417.SZ, 合肥百货,4.2,安徽,商业贸易,1996/8/12,0.1757,0.2047,0.2879,0.2733,0.3635,0.3364,0.4693,0.5613,0.5243,1.0029,0.5956,0.4186,0.326,0.2714,0,1,0.22,0.52,5.1822,是,1,18.85,39.0905,-0.57,1.0517,9.6546,0.81,3915018684,0,0,0,1,1,1,1,1,4.82
000418.SZ, 小天鹅A,0,江苏,-,1997/3/28,0,0,2.94,2.38,1.86,1.45,1.1,0.65,0.54,0.72,0.8,0.41,0.07,0.91,0,0,0.98,0.76,0,-,0,0,0,0.28,0,0,#DIV/0!,36298472776,0,1,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000419.SZ, 通程控股,4.25,湖南,商业贸易,1996/8/16,0.3332,0.3209,0.2602,0.2353,0.1881,0.1884,0.2634,0.2791,0.2858,0.5018,0.3002,0.1619,0.1103,0.3057,0,1,0.3,0.28,5.8318,是,1,13.95,0,0.1,1.7596,-12.0147,0.73,2370020376,0,1,0,1,1,1,1,1,4.67
000420.SZ, 吉林化纤,5.4,吉林,化工,1996/8/2,-0.1076,0.0461,0.0672,0.0433,0.0279,0.0201,0.0501,-1.0404,0.0262,-0.7772,-0.2088,0.05,-0.95,0.21,0,0,0,-0.32,1.4305,-,0,2842.11,0,-1.01,0.4759,0.8368,3.77,6938596618,0,0,0,1,0,1,0,0,1.89
000421.SZ, 南京公用,4.62,江苏,公用事业,1996/8/6,0.3931,0.1767,0.2501,0.2594,0.3363,0.3984,0.4673,0.1891,0.2661,0.252,0.1662,0.1448,0.148,0.2584,0,1,0.27,0.31,4.8818,是,1,16.9,36.7768,-0.11,1.2951,0.7344,0.95,3080840505,0,0,0,1,1,1,1,1,6.78
000422.SZ, ST宜化,24.28,湖北,化工,1996/8/15,0.129,0.092,0.23,-5.739,-1.431,0.039,0.035,0.076,0.965,1.508,1.056,0.438,0.486,0.716,0,0,0.15,0.36,0.3633,-,0,161.51,0,-0.58,0.5567,-0.0066,66.83,4579120231,0,0,0,1,0,1,0,0,3.2
000423.SZ, 东阿阿胶,41.7,山东,医药生物,1996/7/29,0.07,-0.68,3.1878,3.1258,2.8324,2.4847,2.0879,1.8392,1.5905,1.3091,0.8902,0.6232,0.5451,0.3929,0,0,0.86,1.84,14.8793,是,1,48.53,-29.466,-0.53,7.4619,-7.9437,2.8,21824698690,0,0,1,1,0,1,0,0,38.71
000425.SZ, 徐工机械,6.05,江苏,机械设备,1996/8/28,0.4505,0.432,0.261,0.14,0.03,0.007,0.2,0.72,1.2,1.64,3.22,2.01,0.203,0.05,0,1,0.38,0.71,4.0469,是,1,15.87,12.9819,-0.46,1.3796,2.1507,1.49,57969146382,1,0,0,1,1,1,1,0,5.37
000426.SZ, 兴业矿业,7.81,内蒙古,有色金属,1996/8/28,-0.1001,0.0556,-0.0918,0.3024,0.0568,-0.0208,0.2711,0.1441,0.296,0.4904,-0.13,0.21,-0.35,0.02,0,0,-0.05,0.24,2.8036,-,0,10000,0,-1.19,0.3467,0.5962,2.79,13503362810,0,0,0,1,0,1,0,0,7.84
000428.SZ, 华天酒店,2.92,湖南,休闲服务,1996/8/8,-0.5038,0.049,-0.469,0.107,-0.28,0.02,-0.14,0.17,0.14,0.16,0.25,0.26,0.37,0.47,0,0,-0.31,0.06,2.0445,-,0,10000,0,-6.43,0.3672,0.5726,1.43,3016020960,0,0,0,1,1,1,1,0,2.64
000429.SZ, 粤高速Ａ,7.02,广东,交通运输,1998/2/20,0.42,0.6,0.8,0.72,0.52,0.37,0.25,0.1,0.14,0.17,0.31,0.26,0.32,0.39,0,1,0.61,0.16,3.7943,是,1,11.57,70.1017,2.71,1.1891,1.8036,1.85,15095620230,0,1,0,1,0,1,0,1,6.05
000430.SZ, 张家界,5.51,湖南,休闲服务,1996/8/29,-0.23,0.03,0.07,0.19,0.19,0.36,0.19,0.1627,0.3154,0.2794,0.0915,-0.19,-0.12,0.03,0,1,-0.04,0.22,3.7352,-,0,10000,0,-1.19,0.483,0.6059,1.48,2145533736,0,0,0,1,1,1,1,0,4.83
000488.SZ, 晨鸣纸业,7.11,山东,轻工制造,2000/11/20,0.36,0.33,0.51,1.7,0.99,0.5,0.26,0.35,0.11,0.29,0.56,0.41,0,0.59,0,1,0.4,0.24,6.301,是,1,17.78,21.5171,0.67,0.7029,0.592,1.13,34019973480,0,0,0,1,1,1,1,1,6.42
000498.SZ, 山东路桥,5.96,山东,建筑装饰,1997/6/9,1.1221,0.5533,0.5924,0.5143,0.3836,0.337,0.2784,0.2228,0.3234,0.0011,0.0014,0.62,0.02,-1.86,0,1,0.76,0.27,5.5529,是,1,7.88,14.4584,1.75,1.1455,1.1849,1.07,8049773770,0,1,0,1,1,1,1,1,4.75
000501.SZ, 鄂武商Ａ,10.08,湖北,商业贸易,1992/11/20,0.71,1.6,1.38,1.65,1.77,1.57,1.3,0.92,0.79,0.65,0.58,0.47,0.36,0.31,0,1,1.23,1,12.8938,是,1,8.2,13.8104,0.23,0.4928,0.5179,0.78,8605028660,0,1,0,1,1,1,1,1,11.65
000502.SZ, *ST绿景,6.07,广东,房地产,1992/11/23,-0.1,-0.05,0.42,-0.45,0.17,-0.13,0.02,0.04,-0.06,0.14,-0.2675,0.1759,0.3064,0.0239,0,0,0.09,0,0.9684,-,0,67.44,0,-999,3.2915,-3.0505,6.27,938883603.6,0,0,1,1,0,1,0,0,9.25
000503.SZ, 国新健康,7.15,海南,医药生物,1992/11/30,-0.2699,0.0194,-0.2089,0.0186,0.0312,0.0257,0.0278,0.0144,0.0268,0.02,0.0162,0.0106,0.0072,0.0049,0,0,-0.15,0.02,1.0693,-,0,10000,0,-7.66,3.098,-1.9922,6.69,7127660078,0,0,1,1,0,1,0,0,8.36
000504.SZ, 南华生物,16.88,湖南,医药生物,1992/12/8,0.03,0.06,-0.11,-0.12,0.07,-0.07,-0.08,0.04,0.004,-0.1,0.02,-0.43,-0.55,0.0118,0,0,-0.01,-0.01,0.0853,-,0,10000,0,-0.44,1.1469,-2.8053,197.89,4673608515,0,0,0,1,0,1,0,0,12.24
000505.SZ, 京粮控股,7.03,海南,农林牧渔,1992/12/21,0.26,0.19,0.24,0.2,0.17,-0.25,-0.41,0.03,-0.3,-0.12,0.06,0.19,-0.18,-0.07,0,0,0.23,-0.23,3.7287,-,0,30.57,0,-2.01,1.3784,1.1198,1.89,5335814842,0,0,0,1,0,1,0,0,8.88
000506.SZ, 中润资源,3.16,山东,房地产,1993/3/12,-0.5305,-0.0196,0.0454,-0.4835,0.0095,0.0234,-0.2331,0.2084,0.4111,0.2883,0.3656,0.3069,0.2582,0.2815,0,0,-0.17,0.13,0.5755,-,0,10000,0,-2.31,0.502,0.2465,5.49,2034548897,0,0,0,1,0,1,0,0,2.4
000507.SZ, 珠海港,6.46,广东,交通运输,1993/3/26,0.2826,0.2513,0.2138,0.1781,0.132,0.0996,0.0217,0.121,0.25,0.8464,0.6036,0.2862,0.251,0.4084,0,1,0.25,0.13,5.6223,是,1,25.92,20.9579,0.9,0.9081,1.0591,1.15,5284813404,0,0,0,1,1,1,1,0,5.68
000508.SZ, 琼民源A,0,海南,-,1993/4/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,13144163058,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000509.SZ, *ST华塑,2.96,四川,医药生物,1993/5/7,0.007,-0.1569,-0.0651,0.0151,-0.0865,0.0198,-0.0617,0.084,-0.3438,-0.4515,0.0406,-0.1741,-0.57,0.05,0,0,-0.07,-0.11,0.138,-,0,10000,0,-0.33,1.8177,-0.9396,21.45,2886714460,0,0,0,1,0,1,0,0,2.69
000510.SZ, 新金路,5.64,四川,化工,1993/5/7,0.1174,0.1018,0.1643,0.1108,0.0953,0.0231,-0.2418,-0.2852,0.0263,-0.1902,0.1336,0.0093,-0.1029,0.1324,0,0,0.13,-0.17,1.746,-,0,44.12,0,-1.77,1.0166,5.7656,3.23,3167747721,0,0,0,1,0,1,0,0,4.67
000511.SZ, 烯碳退,0,辽宁,-,1993/5/18,0,0,0,0.07,-0.41,0.002,-0.23,0.06,0.04,0.03,0.03,0.1,0.11,0.23,0,0,0,-0.04,0,-,0,10000,0,-1,0,0,#DIV/0!,704447526.7,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000513.SZ, 丽珠集团,36.82,广东,医药生物,1993/10/28,1.83,1.39,1.51,8.06,1.97,1.6,1.74,1.65,1.49,1.22,1.41,1.61,0.17,1.66,0,1,1.58,1.63,12.81,是,1,23.35,82.508,-0.03,2.4047,-1.593,2.87,41546205217,0,0,1,1,0,1,0,0,40.5
000514.SZ, 渝 开 发,3.13,重庆,房地产,1993/7/12,0.1583,0.3124,0.0298,0.0958,0.1454,0.0087,0.145,0.1499,0.077,0.214,0.1936,0.2449,0.2035,0.3059,0,1,0.17,0.12,3.9954,是,1,18.76,9.6018,0.35,1.994,15.6249,0.78,2885696700,0,0,0,1,1,1,1,1,3.79
000515.SZ, 攀渝钛业,0,重庆,-,1993/7/12,0,0,0,0,0,0,0,0,0,0,0,0,-0.54,0.06,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,2862402492,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000516.SZ, 国际医学,11.18,陕西,医药生物,1993/8/9,0.02,-0.21,1.11,0.1,0.1,0.32,0.49,0.17,0.16,0.18,0.21,0.25,0.4,0.53,0,0,0.31,0.27,2.5371,-,0,36.46,0,0.12,0.7442,1.091,4.41,33934076789,0,0,0,1,0,1,0,0,12.57
000517.SZ, 荣安地产,2.34,浙江,房地产,1993/8/6,0.5473,0.5932,0.1911,0.1702,0.0468,0.0324,0.2828,0.4283,0.3998,0,0.2323,0.8252,-0.29,0.11,0,1,0.44,0.37,2.5786,是,1,5.27,16.8563,0.2,1.3927,0.2414,0.91,8978661408,0,1,0,1,1,1,1,1,2.9
000518.SZ, 四环生物,3.24,江苏,医药生物,1993/9/8,0.0265,0.0139,-0.0286,0.0071,0.0043,-0.0723,0.0058,-0.0687,0.0098,-0.0058,0.0074,0.0227,-0.1359,-0.17,0,0,0,-0.02,0.6224,-,0,823.73,0,-1.22,4.8593,-29.7359,5.21,4056451515,0,0,1,1,0,1,0,0,5.12
000519.SZ, 中兵红箭,29.49,湖南,国防军工,1993/10/8,0.1972,0.183,0.247,0.0857,0.11,0.2406,0.54,0.62,0.0298,-0.0579,0.06,0.02,-0.14,0.05,0,1,0.21,0.4,6.1165,-,0,141.06,24.5537,-0.47,2.4887,-1.9439,4.82,15025711416,0,0,1,1,0,1,0,0,10.02
000520.SZ, 长航凤凰,3.36,湖北,交通运输,1993/10/25,0.0104,0.0318,0.0605,0.0502,0.0096,0.1211,4.2559,-6.691,-2.7859,-1.3085,0.0164,-0.6073,0.1096,0.5485,0,0,0.03,-1.74,0.4159,-,0,98.15,0,-1.02,1.0503,-8.5117,8.08,3269029560,0,0,0,1,0,1,0,0,3.4
000521.SZ, 长虹美菱,3.32,安徽,家用电器,1993/10/18,-0.0819,0.054,0.037,0.0311,0.2717,0.0347,0.3856,0.3589,0.2517,0.1675,0.7878,0.7282,0.0621,0.0427,0,1,0,0.33,4.6469,是,1,1094.51,92.5381,-0.99,1.107,12.0416,0.71,4000809884,0,0,0,1,1,1,1,0,6.06
000522.SZ, 白云山A,0,广东,-,1993/11/8,0,0,0,0,0,0,0,0,0.744,0.5566,0.4365,0.2298,0.1629,0.3081,0,0,0,0.25,0,-,0,10000,0,-1,0,0,#DIV/0!,10914879343,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000523.SZ, *ST浪奇,3.52,广东,化工,1993/11/8,-7.14,0.1,0.05,0.08,0.08,0.07,0.099,0.072,0.052,0.056,0.087,0.055,0.03,0.06,0,1,-2.33,0.07,-4.1198,-,0,10000,20.4555,-32.35,0.3743,-0.7669,-0.85,1606484800,0,0,0,1,1,1,1,1,4.08
000524.SZ, 岭南控股,7.04,广东,休闲服务,1993/11/18,-0.36,0.39,0.31,0.28,0.11,0.15,0.13,0.13,0.11,0.08,0.025,-0.19,0.02,0.1,0,0,0.11,0.12,3.5052,-,0,62.12,30.7691,-0.08,1.8722,-1.0333,2.01,4932735274,0,0,0,1,0,1,0,0,7.91
000525.SZ, ST红太阳,6.55,江苏,化工,1993/10/28,-0.265,0.0462,1.096,1.201,0.222,0.359,0.842,0.733,0.572,0.204,-0.042,0.0129,0.0391,0.0674,0,1,0.29,0.72,6.9027,-,0,22.4,0,-0.59,0.8634,0.4902,0.95,2537977455,0,0,0,1,1,1,1,1,6.05
000526.SZ, 学大教育,17.87,福建,传媒,1993/11/1,0.4542,0.1441,0.1346,0.2535,-1.0259,-0.141,0.0204,-0.0694,0.0382,0.0463,0.0731,0.0108,-0.1232,0.0301,0,0,0.24,0,1.4601,-,0,73.15,0,-68.86,0.3813,-1.0248,12.24,3966248039,0,0,0,1,0,1,0,0,52.39
000527.SZ, 美的电器,0,广东,-,1993/11/12,0,0,0,0,0,0,0,0,1.03,1.11,1,0.97,0.55,0.95,0,0,0,0.34,0,-,0,10000,0,-1,0,0,#DIV/0!,47448554053,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000528.SZ, 柳    工,7.54,广西,机械设备,1993/11/18,0.9,0.69,0.5402,0.287,0.0438,0.0189,0.1764,0.2979,0.25,1.17,2.37,1.35,0.64,1.2,0,1,0.71,0.24,7.7623,是,1,10.62,21.7634,1.94,1.2098,1.5034,0.97,14059045548,0,1,0,1,1,1,1,1,7.36
000529.SZ, 广弘控股,5.74,广东,传媒,1993/11/18,0.52,0.42,0.29,0.27,0.18,0.13,0.26,0.14,0.11,0.12,0.1,0.1,0.85,0.0123,0,1,0.41,0.17,3.3319,是,1,14,23.7186,1.41,2.498,-0.9058,1.72,3438525044,0,1,1,1,0,1,0,0,6.78
000530.SZ, 冰山冷热,4,辽宁,机械设备,1993/12/8,0.025,0.106,0.13,0.23,0.31,0.36,0.33,0.44,0.33,0.23,0.29,0.22,0.36,0.37,0,1,0.09,0.37,4.0033,是,1,45.98,28.3871,-0.76,1.3072,4.5041,1,3195775402,0,0,0,1,1,1,1,0,4.86
000531.SZ, 穗恒运Ａ,7.88,广东,公用事业,1994/1/6,1.1385,0.5998,0.1196,0.2689,0.8371,0.657,0.9421,1.0157,0.8568,0.2225,0.5076,0.9475,-0.2,0.04,0,1,0.62,0.94,7.4186,是,1,12.72,16.673,-0.34,0.6694,1.5967,1.06,5686187406,0,1,0,1,1,1,1,1,9.6
000532.SZ, 华金资本,12.12,广东,电子,1994/1/3,0.4728,0.2055,0.1586,0.1401,0.1185,0.1097,0.0916,0.1532,0.12,0.08,0.07,0.12,-0.0894,0.1393,0,1,0.28,0.12,2.9005,是,1,43.45,14.6019,1.29,0.7883,1.4332,4.18,3760767989,0,0,0,1,0,1,0,0,11.72
000533.SZ, 顺钠股份,4.33,广东,电气设备,1994/1/3,0.124,0.004,-1.4,0.06,0.33,0.18,0.18,0.26,0.1071,0.1,0.19,0.34,0.11,0.2242,0,0,-0.42,0.18,1.0074,-,0,10000,0,-3.32,1.4782,1.3621,4.3,2120805120,0,0,0,1,0,1,0,0,3.04
000534.SZ, 万泽股份,15.93,广东,医药生物,1994/1/10,0.156,0.1437,0.12,0.18,0.15,0.09,0.1,0.31,0.27,0.05,0.05,0.06,0.0754,0.5652,0,1,0.14,0.23,2.0329,是,1,113.87,34.7917,-0.38,1.2165,4.3163,7.84,6617656594,0,0,0,1,0,1,0,0,13.68
000535.SZ, *ST猴王,0,辽宁,-,1993/11/30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,151361611,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000536.SZ, *ST华映,2.56,福建,电子,1993/11/26,0.221,-0.9353,-1.7955,0.0741,0.3892,0.195,0.3205,0.4436,0.3941,0.495,0.5091,0.0563,0.05,0.16,0,0,-0.84,0.39,1.9826,-,0,10000,0,-3.17,0.4486,1.4026,1.29,8298098409,0,0,0,1,1,1,1,0,2.92
000537.SZ, 广宇发展,20.02,天津,房地产,1993/12/10,1.19,1.69,1.34,1.29,0.67,0.28,0.55,0.7,0.55,0.55,0.21,0.16,-0.076,0.091,0,1,1.41,0.6,8.2451,是,1,14.23,17.7828,1.34,2.4041,0.3089,2.43,10132112717,0,1,1,1,0,1,0,0,6.27
000538.SZ, 云南白药,90.63,云南,医药生物,1993/12/15,4.31,3.28,3.18,3.02,2.8,2.66,2.41,3.34,2.28,1.74,1.33,1.13,0.96,0.7,0,1,3.59,2.68,29.789,是,1,25.25,91.598,0.34,3.1504,-4.3338,3.04,1.30E+11,1,0,1,1,0,1,0,0,113.6
000539.SZ, 粤电力Ａ,4.4,广东,公用事业,1993/11/26,0.33,0.22,0.09,0.14,0.18,0.62,0.69,0.71,0.43,0.13,0.28,0.44,0.01,0.25,0,1,0.21,0.61,5.2131,是,1,20.63,54.94,-0.65,0.5338,0.7441,0.84,19636062108,0,0,0,1,1,1,1,1,3.88
000540.SZ, 中天金融,2.66,贵州,房地产,1994/2/2,0.082,0.1587,0.2098,0.4452,0.6308,0.6064,1.2197,0.8441,0.3429,0.4106,0.6073,0.8066,0.5712,0.3136,0,1,0.15,0.8,2.6009,-,0,17.71,0,-0.81,1.6973,0.1993,1.02,19754818195,0,0,0,1,1,1,1,1,3.15
000541.SZ, 佛山照明,5.58,广东,电子,1993/11/23,0.2265,0.2152,0.2699,0.5819,0.8429,0.042,0.27,0.26,0.41,0.3,0.27,0.2168,0.32,0.91,0,1,0.24,0.31,4.4763,是,1,23.52,85.9541,-0.24,2.0137,-13.9,1.25,8256142309,0,0,1,1,1,1,1,0,6.2
000542.SZ, TCL通讯,0,广东,-,1993/12/1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,5142894592,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000543.SZ, 皖能电力,3.82,安徽,公用事业,1993/12/20,0.45,0.39,0.31,0.07,0.5,0.65,0.88,1.11,0.367,0.02,0.28,0.15,0.052,0.08,0,1,0.38,0.79,6.3923,是,1,9.97,34.8577,-0.51,0.4962,1.4135,0.6,8795429724,0,1,0,1,1,1,1,1,4.18
000544.SZ, 中原环保,6.36,河南,公用事业,1993/12/8,0.51,0.48,0.43,0.5,0.5,0.38,0.25,0.22,0.38,0.3,0.2737,0.2179,0.2409,0.1972,0,1,0.47,0.28,6.4165,是,1,13.44,52.4502,0.67,0.9401,0.9151,0.99,6384183396,0,1,0,1,1,1,1,1,7.01
000545.SZ, 金浦钛业,3.95,吉林,化工,1993/12/15,-0.2536,0.0274,0.103,0.17,0.12,0.13,0.13,0.36,0.02,-0.0351,-0.3,-0.1,0.02,0.12,0,1,-0.04,0.17,1.831,-,0,10000,78.9121,-1.24,1.2505,5.7174,2.16,3641414124,0,0,0,1,0,1,0,0,3.48
000546.SZ, 金圆股份,13,吉林,建筑材料,1993/12/15,0.66,0.7,0.5245,0.5532,0.5133,0.4415,0.3012,0.1216,0.0295,0.1159,0.0132,0.1093,-0.123,0.0621,0,1,0.63,0.15,6.4091,是,1,20.7,11.3603,3.17,1.1779,1.5438,2.03,4923899888,0,0,0,1,0,1,0,0,7.52
000547.SZ, 航天发展,16.67,福建,国防军工,1993/11/30,0.5,0.42,0.31,0.19,0.17,0.23,0.23,0.17,0.14,0.19,0.1,0.28,0.12,0.07,0,1,0.41,0.18,5.2505,是,1,40.66,20.9251,1.28,2.3123,-8.5002,3.17,27211896900,0,0,1,1,0,1,0,0,27.5
000548.SZ, 湖南投资,3.84,湖南,交通运输,1993/12/20,0.17,0.11,0.08,0.26,0.12,0.04,0.04,0.02,0.06,0.11,0.17,0.21,0.074,0.39,0,1,0.12,0.04,3.5934,是,1,32,0,2,2.7721,-7.8156,1.07,1951933821,0,0,1,1,1,1,1,0,4.05
000549.SZ, S湘火炬,0,湖南,-,1993/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,10000,0,-999,0,0,#DIV/0!,8332950384,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000550.SZ, 江铃汽车,16.04,江西,汽车,1993/12/1,0.64,0.17,0.11,0.8,1.53,2.57,2.44,1.97,1.76,2.17,1.98,1.22,0.91,0.88,0,1,0.31,2.06,12.7274,是,1,52.3,40.8796,-0.85,1.1505,-1.4795,1.26,20812089540,0,0,0,1,1,1,1,0,20.64
000551.SZ, 创元科技,10.55,江苏,机械设备,1994/1/6,0.29,0.28,0.22,0.17,0.12,0.06,0.08,0.1,0.01,0.14,0.26,0.36,0.2,0.27,0,1,0.26,0.06,4.7898,是,1,40.06,0,3.16,1.47,17.3411,2.2,3400683443,0,0,0,1,0,1,0,0,8.17
000552.SZ, 靖远煤电,2.99,甘肃,采掘,1994/1/6,0.1946,0.2294,0.2505,0.2415,0.0969,0.1623,0.4618,0.596,1.2446,0.4,0.32,0.3,0.51,0.25,0,1,0.22,0.77,3.4543,是,1,13.3,43.5829,-0.71,4.1286,-2.2311,0.87,7135349676,0,1,1,1,1,1,1,1,3.21
000553.SZ, 安道麦A,7.82,湖北,化工,1993/12/3,0,0,0,0.6601,-0.1254,0.2388,0.828,0.5402,0.1747,0.089,0.0401,0.0325,0.291,0.05,0,0,0,0.51,9.1095,是,1,10000,10.5972,-1,2.1075,0.8967,0.86,21331503848,0,0,1,1,1,1,1,0,7.82
000554.SZ, 泰山石油,4.73,山东,化工,1993/12/15,0.0152,0.0123,0.0039,0.006,0.009,0.0078,0.0141,0.0253,0.0492,0.0192,0.015,0.0173,0.3,0.15,0,1,0.01,0.03,1.9003,是,1,451.91,0,-0.65,0.944,-4.8343,2.49,2298192070,0,0,0,1,0,1,0,0,4.41
000555.SZ, 神州信息,11.73,广东,计算机,1994/4/8,0.4906,0.389,0.0437,0.3141,0.2637,0.382,0.6482,0.8,-0.092,0.007,0.04,-0.088,0.002,0.04,0,1,0.31,0.45,5.7238,是,1,38.11,10.0756,-0.32,1.4772,2.8582,2.05,13883132850,0,0,0,1,0,1,0,0,15.5
000556.SZ, PT南洋,0,海南,-,1994/5/25,0,0,0,0,0,0,0.0052,0.0026,0.0075,0.0061,0.0297,0.0018,-0.01,-0.01,0,0,0,0.01,0,-,0,10000,0,-1,0,0,#DIV/0!,373077192,0,0,0,1,#DIV/0!,1,#DIV/0!,#DIV/0!,0
000557.SZ, 西部创业,3.66,宁夏,交通运输,1994/6/17,0.1177,0.03,0.1,0.06,0.006,-0.0254,0.0017,0.005,0.533,-0.336,-0.133,0.269,-0.392,0.03,0,0,0.08,0.18,3.5294,-,0,44.33,0,-0.54,4.9794,-5.2915,1.04,5366819025,0,0,1,1,1,1,1,0,3.93
